book	hymn	verse	dcs_chapter_id	match	coverage	dcs_sent_ids	dcs_text	samudra_ru
6	117	3	11479	content	1.0	636467,636468	anṛṇā asminn anṛṇāḥ parasmin tṛtīye loke anṛṇāḥ syāma / ye devayānāḥ pitṛyāṇaś ca lokāḥ sarvān patho anṛṇā ā kṣiyema	Лишенными долга в этом, лишенными долга в другом, Лишенными долга в третьем мире пусть станем мы! Те миры, что исхожены богами, исхожены предками, — Пусть пребываем мы, лишенные долга на всех путях!
6	118	1	11481	content	0.8	636469,636470	yaddhastābhyāṃ cakṛma kilbiṣāṇy akṣāṇāṃ gaṇam upalipsamānāḥ / ugraṃpaśye ugrajitau tad adyāpsarasāv anu dattām ṛṇaṃ naḥ	Если мы руками причинили оскорбления, Пытаясь вмешаться в ход (?) игральных костей, Пусть простят нам сегодня эту вину две апсарас, Грозно взирающие, грозно побеждающие!
6	118	2	11481	content	0.833	636471,636472	ugraṃpaśye rāṣṭrabhṛt kilbiṣāṇi yad akṣavṛttam anu dattam na etat / ṛṇān no narṇamertsamāno yamasya loke adhirajjur āyat	О грозно взирающая! О несущая царство! Оскорбления, (То), что случилось (при игре) в кости, простите нам это! Пусть не придет (некто) с веревкой в мир Ямы Из-за долга нашего, желая взыскать долг!
6	118	3	11481	content	1.0	636473,636474	yasmā ṛṇaṃ yasya jāyām upaimi yaṃ yācamāno abhyaimi devāḥ / te vācaṃ vādiṣur mottarāṃ mad devapatnī apsarasāv adhītam	Кому я должен, к чьей жене я приближаюсь, К кому иду просить милостыню, о боги, Пусть не скажут они мне высокомерного слова! О две божественные жены апсарас, позаботьтесь (об этом)!
6	119	1	11482	content	1.0	636475,636476	yad adīvyann ṛṇam ahaṃ kṛṇomy adāsyann agne uta saṃgṛṇāmi / vaiśvānaro no adhipā vasiṣṭha ud in nayāti sukṛtasya lokam	Если, не играя (в кости), я делаю долг, А также, о Агни, не собираясь отдавать, обещаю, Вайшванара, наш самый лучший верховный владыка, Пусть все же отведет (нас) вверх, в мир благого деяния!
6	119	2	11482	content	1.0	636477,636478	vaiśvānarāya prati vedayāmi yadi ṛṇaṃ saṃgaro devatāsu / sa etān pāśān vicṛtam veda sarvān atha pakvena saha saṃ bhavema	Я сообщаю Вайшванаре, Если (есть у меня) долг — обещание божествам. Он знает, как разнять все эти оковы. И пусть соединимся мы с созревшим!
6	119	3	11482	content	1.0	636479,636480	vaiśvānaraḥ pavitā mā punātu yat saṃgaram abhidhāvāmy āśām / anājānan manasā yācamāno yat tatraino apa tat suvāmi	Вайшванара, очиститель, пусть очистит меня, Если я устремляюсь вопреки обещанию, ожиданию, Не сознавая, взывая мыслью. Какой тут грех (у меня), я его прогоняю.
6	120	1	11483	content	1.0	636481,636482	yad antarikṣaṃ pṛthivīm uta dyām yan mātaraṃ pitaraṃ vā jihiṃsima / ayaṃ tasmād gārhapatyo no agnir ud in nayāti sukṛtasya lokam	Если воздуху, земле и небу, Если матери или отцу мы навредили, Этот огонь домохозяина пусть уведет Нас от этого ввысь, в мир благого деяния!
6	120	2	11483	content	0.889	636483,636484	bhūmir mātāditir no janitraṃ bhrātāntarikṣam abhiśastyā naḥ / dyaur naḥ pitā pitryācchaṃ bhavāti jāmim ṛtvā māva patsi lokāt	Земля-мать, Адити — наше место рождения, Брат-воздух (пусть спасут) нас от проклятия! Небо — наш отец — да будет на благо против отцовского (греха)! Попав к родне, да не выпаду я вниз из (их) мира!
6	120	3	11483	content	1.0	636485,636486	yatrā suhārdaḥ sukṛto madanti vihāya rogaṃ tanvaḥ svāyāḥ / aśloṇā aṅgair ahrutāḥ svarge tatra paśyema pitarau ca putrān	Где радуются добросердечные, добродетельные, Оставив болезнь своего тела, Неущербные в (своих) членах, невредимые на небе, Там пусть увидим мы родителей и сыновей!
6	121	1	11485	content	0.944	636487,636488	viṣāṇā pāśān vi ṣyādhy asmad ya uttamā adhamā vāruṇā ye / duṣvapnyaṃ duritaṃ ni ṣvāsmad atha gacchema sukṛtasya lokam	Рог (газели), пусть развяжешь ты у нас петли, Которые высшие, низшие, которые принадлежат Варуне! Прогони от нас дурной сон, беду! Тогда пусть отправимся мы в мир благих деяний!
6	121	2	11485	content	0.818	636489,636490	yad dāruṇi badhyase yacca rajjvāṃ yad bhūmyāṃ badhyase yacca vācā / ayaṃ tasmād gārhapatyo no agnir ud in nayāti sukṛtasya lokam	Если ты связан в дереве и если веревкой, Если ты связан в земле и если речью, Этот огонь домохозяина пусть уведет Нас от этого ввысь, в мир благого деяния!
6	121	3	11485	content	0.7	636491,636492	udagātāṃ bhagavatī vicṛtau nāma tārake / prehāmṛtasya yacchatāṃ praitu baddhakamocanam	(Вот) взошли две счастливые Звезды по имени «Развязующие». Пусть пошлют они сюда бессмертие! Пусть движется вперед освободитель связанного!
6	121	4	11485	content	1.0	636493,636494	vi jihīṣva lokam kṛṇu bandhān muñcāsi baddhakam / yonyā iva pracyuto garbhaḥ pathaḥ sarvāṁ anu kṣiya	Разойдись! Сделай место (для него)! Пусть освободишь ты от петли связанного! Как зародыш, выпавший из лона, Пребывай на всех дорогах!
6	122	1	11486	content	1.0	636495,636496	etaṃ bhāgaṃ pari dadāmi vidvān viśvakarman prathamajā ṛtasya / asmābhir dattaṃ jarasaḥ parastād achinnaṃ tantum anu saṃ tarema	Эту долю я, знаток, вручаю (тебе), О Вишвакарман, перворожденный закона. Это дано нами за пределами старости. Да проследуем мы вместе по непрерывной линии!
6	122	2	11486	content	0.789	636497,636498	tataṃ tantum anv eke taranti yeṣāṃ dattaṃ pitryam āyanena / abandhv eke dadataḥ prayacchanto dātuṃ cecchikṣāntsa svarga eva	По протянутой линии следуют одни, У которых (то), что отцовское, дано по мере приближения. Другие, без родни, дающие, дарящие — Если они смогут давать, это само небо.
6	122	3	11486	content	1.0	636499,636500	anvārabhethām anusaṃrabhethām etaṃ lokaṃ śraddadhānāḥ sacante / yad vāṃ pakvaṃ pariviṣṭam agnau tasya guptaye dampatī saṃ śrayethām	Держитесь вы двое (за него), держитесь с двух сторон! Те, кто верит, служат этому миру. (То) ваше вареное (приношение), что приготовлено на огне, — О супруги, объединитесь, чтобы сохранить его!
6	122	4	11486	content	1.0	636501,636502	yajñam yantaṃ manasā bṛhantam anvārohāmi tapasā sayoniḥ / upahūtā agne jarasaḥ parastāt tṛtīye nāke sadhamādaṃ madema	На происходящее великое жертвоприношение Я, (что) из одного лона с жаром, восхожу мыслью. Когда (нас) призовут, о Агни, за пределами старости, Пусть радуемся мы на общем пиру на третьем небе!
6	122	5	11486	content	0.9	636503,636504	śuddhāḥ pūtā yoṣito yajñiyā imā brahmaṇāṃ hasteṣu prapṛthak sādayāmi / yatkāma idaṃ abhiṣiñcāmi vo 'haṃ indro marutvāntsa dadātu tan me	Этих чистых, очищенных, достойных жертвоприношений юниц Я усаживаю по отдельности в руках брахманов. С каким намерением я выливаю вас сейчас, Пусть Индра с Марутами даст мне это!
6	123	1	11488	content	1.0	636505,636506	etaṃ sadhasthāḥ pari vo dadāmi yaṃ śevadhim āvahāj jātavedaḥ / anvāgantā yajamānaḥ svasti taṃ sma jānīta parame vyoman	Эту (долю), о пребывающие вместе, я вам вручаю, (Ту), что Джатаведас должен привезти как сокровище. Жертвователь идет вслед за счастьем — Узнайте же его на высшем небосводе!
6	123	2	11488	content	1.0	636507,636508	jānīta smainaṃ parame vyoman devāḥ sadhasthā vida lokam atra / anvāgantā yajamānaḥ svastīṣṭāpūrtaṃ sma kṛṇutāvir asmai	Узнайте же его на высшем небосводе! О боги, пребывающие вместе, вы знаете (его) мир здесь. Жертвователь идет вслед за счастьем. Сделайте же для него явной заслугу за пожертвованное!
6	123	3	11488	content	1.0	636509,636510	devāḥ pitaraḥ pitaro devāḥ / yo asmi so asmi	О боги! О отцы! О отцы! О боги! Какой я есть, такой я (и) есть!
6	123	4	11488	content	1.0	636511,636512	sa pacāmi sa dadāmi / sa yaje sa dattān mā yūṣam	Такой я варю, такой я дарю, такой я жертвую. Пусть я такой не отделюсь от того, что было дано.
6	123	5	11488	content	1.0	636513,636514	nāke rājan prati tiṣṭha tatraitat prati tiṣṭhatu / viddhi pūrtasya no rājant sa deva sumanā bhava	Твердо стой на небосводе, о царь! Это (тоже) пусть твердо там стоит! Узнай, о царь, о нашей заслуге! Ты, о бог, будь благожелательным!
6	124	1	11489	content	1.0	636515,636516	divo nu mām bṛhato antarikṣād apāṃ stoko abhy apaptad rasena / sam indriyena payasāham agne chandobhir yajñaiḥ sukṛtāṃ kṛtena	С неба сейчас, из высокого воздушного пространства, На меня упала капля воды с соком. С силой Индры, с молоком, о Агни, Я (хочу соединиться) с заклинаниями, с жертвоприношениями, с деянием добродетельных!
6	124	2	11489	content	0.9	636517,636518	yadi vṛkṣād abhyapaptat phalaṃ tad yady antarikṣāt sa u vāyur eva / yatrāspṛkṣat tanvo yacca vāsasa āpo nudantu nirṛtiṃ parācaiḥ	Если с дерева упала — плод это, Если из воздушного пространства — это же только ветер... Где она дотронулась до тела и чего (коснулась) из одежды — Воды пусть отбросят прочь Гибель!
6	124	3	11489	content	1.0	636519,636520	abhyañjanaṃ surabhi sā samṛddhir hiraṇyaṃ varcas tad u pūtrimam eva / sarvā pavitrā vitatādhy asmat tan mā tārīn nirṛtir mo arātiḥ	Благоуханная мазь, удача это, Золото, блеск, это просто очищающее средство. Все цедилки протянуты над нами. Да не пройдет через это ни Гибель, ни скупец!
6	125	1	11491	content	1.0	636521,636522	vanaspate vīḍvaṅgo hi bhūyā asmatsakhā prataraṇaḥ suvīraḥ / gobhiḥ saṃnaddho asi vīḍayasvāsthātā te jayatu jetvāni	О дерево, пусть станешь ты поистине крепким членами, Товарищ наш, увозящий вперед, великий герой! Ты связано коровьими (ремнями) — держись крепко! Взошедший на тебя пусть завоюет (все), что надо завоевать!
6	125	2	11491	content	1.0	636523,636524	divas pṛthivyāḥ pary oja udbhṛtaṃ vanaspatibhyaḥ pary ābhṛtaṃ sahaḥ / apām ojmānaṃ pari gobhir āvṛtam indrasya vajraṃ haviṣā rathaṃ yaja	У неба, у земли была взята мощь, У деревьев захвачена сила. Мощность вод, одетую в коровьи (ремни), Дубину грома Индры — колесницу почитай жертвенным возлиянием!
6	125	3	11491	content	1.0	636525,636526	indrasyaujo marutām anīkaṃ mitrasya garbho varuṇasya nābhiḥ / sa imāṃ no havyadātiṃ juṣāṇo deva ratha prati havyā gṛbhāya	Мощь Индры, передовой отряд Марутов, Зародыш Митры, пуп Варуны... Радуясь этому нашему жертвенному дару, О божественная колесница, прими жертвенные возлияния!
6	126	1	11492	content	0.8	636527_1,636527_2,636528_1	upa śvāsaya pṛthivīm uta dyām / purutrā te vanvatām viṣṭhitam jagat / sa dundubhe sajūs indreṇa devaiḥ dūrāt davīyaḥ apa sedha śatrūn	Наполни шумом землю и небо! Пусть представят себе тебя живые существа, рассеянные в разных местах! О барабан, вместе с Индрой, с богами Прогони врагов в самую дальнюю даль!
6	126	2	11492	content	0.65	636529_1,636529_2,636529_3,636530_1,636530_2	ā krandaya / balam ojaḥ naḥ ā dhāḥ / abhi stana duritā bādhamānaḥ / apa sedha dundubhe ducchunām itas / indrasya muṣṭiḥ asi	Прореви силу, надели нас могуществом, Загреми, подавляя опасности! Прогони прочь отсюда несчастье, барабан! Ты — кулак Индры. Держись крепко!
6	126	3	11492	unmatched	0.4	636531_2,636531_3,636532_1,636532_2	abhi ime jayantu / ketumat dundubhiḥ vāvadītu / sam aśva parṇāḥ patantu naḥ naraḥ / asmākam indra rathinaḥ jayantu	Тех победи, эти (сами) пусть победят! Пронзительно, громко пусть звучит барабан! Пусть летят вместе наши конекрылые мужи! Пусть побеждают, о Индра, наши колесничие!
6	127	1	11493	content	0.778	636533,636534	vidradhasya balāsasya lohitasya vanaspate / visalpakasyauṣadhe mocchiṣaḥ piśitaṃ cana	От видрадхи, от баласы Красной, о дерево, От висалпаки, о растение, Не оставь ни капли!
6	127	2	11493	content	1.0	636535,636536	yau te balāsa tiṣṭhataḥ kakṣe muṣkāv apaśritau / vedāhaṃ tasya bheṣajaṃ cīpudrur abhicakṣaṇam	(Те) два твоих яичка, о баласа, Что угнездились под мышкой, — Я знаю лекарство от этого: (Это) чипудру заботливая.
6	127	3	11493	content	1.0	636537,636538,636539	yo aṅgyo yaḥ karṇyo yo akṣyor visalpakaḥ / vi vṛhāmo visalpakaṃ vidradhaṃ hṛdayāmayam / parā tam ajñātam yakṣmam adharāñcaṃ suvāmasi	Какая висалпака в членах, Какая в ушах, какая в глазах, Мы вырываем висалпаку, Видрадху, болезнь сердца. Эту неизвестную якшму Мы изгоняем прочь (и) вниз.
6	128	1	11495	content	0.667	636541_1	śakadhūmam nakṣatrāṇi yat rājānam akurvata bhadra aham asmai prāyacchan idam rāṣṭram asat iti	Когда созвездия сделали Шакадхуму царем, Они даровали ему счастливый день, (Говоря) так: «Это будет (его) царство».
6	128	2	11495	content	0.6	636542_1,636543_1	bhadra aham naḥ madhyaṃdine bhadra aham sāyam astu naḥ bhadra aham naḥ ahnām prātā / rātrī bhadra aham astu naḥ	Счастливый день нам в полдень, Счастливый день да будет нам вечером, Счастливый день нам — утро (всех) дней, Ночь пусть будет нам счастливым днем!
6	128	3	11495	content	0.667	636545_1	ahar rātrābhyām nakṣatrebhyaḥ sūryācandramasābhyām bhadra aham asmabhyam rājan śakadhūma tvam kṛdhi	Из дня и ночи, из созвездий, Из солнца и луны Создай ты нам счастливый день, О царь Шакадхума!
6	128	4	11495	content	0.643	636547_1	yaḥ naḥ bhadra aham akaraḥ sāyam naktam atha u divā tasmai te nakṣatra rāja śakadhūma sadā namaḥ	Кто создал нам счастливый день Вечером, ночью, а также днем — Тебе такому, о царь созвездий Шакадхума, (да будет) поклонение всегда!
6	129	1	11496	content	1.0	636548,636549	bhagena mā śāṃśapena sākam indreṇa medinā / kṛṇomi bhaginaṃ māpa drāntv arātayaḥ	Себя с долей из шиншапы, С Индрой вместе (как) с союзником, Я делаю себя наделенным долей. Пусть бегут прочь скупцы!
6	129	2	11496	content	1.0	636550,636551	yena vṛkṣāṁ abhyabhavo bhagena varcasā saha / tena mā bhaginaṃ kṛṇv apa drāntv arātayaḥ	Какою долей ты превзошел С блеском деревья, С ее помощью сделай меня наделенным долей! Пусть бегут прочь скупцы!
6	129	3	11496	content	1.0	636552,636553	yo andho yaḥ punaḥsaro bhago vṛkṣeṣv āhitaḥ / tena mā bhaginaṃ kṛṇv apa drāntv arātayaḥ	Доля, что слепа, что возвращается снова, Заложена в деревьях. С ее помощью сделай меня наделенным долей! Пусть бегут прочь скупцы!
6	130	1	11497	content	1.0	636554,636555	rathajitāṃ rāthajiteyīnām apsarasām ayaṃ smaraḥ / devāḥ pra hiṇuta smaram asau mām anu śocatu	Это любовь апсарас, Завоевательниц колесниц, принадлежащих завоевателям колесниц (?). О боги, пошлите любовь! Пусть он воспылает ко мне!
6	130	2	11497	content	1.0	636556,636557	asau me smaratād iti priyo me smaratād iti / devāḥ pra hiṇuta smaram asau mām anu śocatu	Пусть он полюбит меня! Милый пусть полюбит меня! О боги, пошлите любовь! Пусть он воспылает ко мне!
6	130	3	11497	content	0.867	636558,636559	yathā mama smarād asau nāmuṣyāhaṃ kadācana / devāḥ pra hiṇuta smaram asau mām anu śocatu	Чтобы полюбил меня он, Не я его когда-нибудь, О боги, пошлите любовь! Пусть он воспылает ко мне!
6	130	4	11497	content	1.0	636560,636561	un mādayata maruta ud antarikṣa mādaya / agna un mādayā tvam asau mām anu śocatu	Сведите (его) с ума, о Маруты! Сведи (его) с ума, о воздух! О Агни, ты сведи с ума! Пусть он воспылает ко мне!
6	131	1	11499	content	1.0	636562,636563	ni śīrṣato ni pattata ādhyo ni tirāmi te / devāḥ pra hiṇuta smaram asau mām anu śocatu	Из головы, из ног Я швыряю вниз твои страстные устремления. О боги, пошлите любовь! Пусть он воспылает ко мне!
6	131	2	11499	content	1.0	636564,636565	anumate 'nv idaṃ manyasvākūte sam idaṃ namaḥ / devāḥ pra hiṇuta smaram asau mām anu śocatu	О Анумати, согласись на это! О Акути, пусть ты вынудишь на это! О боги, пошлите любовь! Пусть он воспылает ко мне!
6	131	3	11499	content	1.0	636566,636567	yad dhāvasi triyojanaṃ pañcayojanam āśvinam / tatas tvaṃ punar āyasi putrāṇāṃ no asaḥ pitā	Если ты убежишь за три йоджаны, За пять йоджан, за день пути всадника, Ты вернешься оттуда назад, Ты будешь отцом наших детей!
6	132	1	11500	content	1.0	636568,636569	yaṃ devāḥ smaram asiñcann apsv antaḥ śośucānaṃ sahādhyā / taṃ te tapāmi varuṇasya dharmaṇā	Какую любовь боги излили в воды, Пылающую вместе со страстным желанием, Ее я накаляю для тебя с помощью закона Варуны.
6	132	2	11500	content	1.0	636570,636571	yaṃ viśve devāḥ smaram asiñcann apsv antaḥ śośucānaṃ sahādhyā / taṃ te tapāmi varuṇasya dharmaṇā	Какую любовь Все-Боги излили в воды, Пылающую вместе со страстным желанием, Ее я накаляю для тебя с помощью закона Варуны.
6	132	3	11500	content	1.0	636572,636573	yam indrāṇī smaram asiñcad apsv antaḥ śośucānaṃ sahādhyā / taṃ te tapāmi varuṇasya dharmaṇā	Какую любовь Индрани излила в воды, Пылающую вместе со страстным желанием, Ее я накаляю для тебя с помощью закона Варуны.
6	132	4	11500	content	1.0	636574,636575	yam indrāgnī smaram asiñcatām apsv antaḥ śośucānaṃ sahādhyā / taṃ te tapāmi varuṇasya dharmaṇā	Какую любовь Индра-Агни излили в воды, Пылающую вместе со страстным желанием, Ее я накаляю для тебя с помощью закона Варуны.
6	132	5	11500	content	1.0	636576,636577	yam mitrāvaruṇau smaram asiñcatām apsv antaḥ śośucānaṃ sahādhyā / taṃ te tapāmi varuṇasya dharmaṇā	Какую любовь Митра-Варуна излили в воды, Пылающую вместе со страстным желанием, Ее я накаляю для тебя с помощью закона Варуны.
6	133	1	11501	content	0.957	636578,636579	ya imāṃ devo mekhalām ābabandha yaḥ saṃnanāha ya u no yuyoja / yasya devasya praśiṣā carāmaḥ sa pāram icchāt sa u no vi muñcāt	Бог, который завязал этот пояс, Который стянул (его) и который соединил его для нас, Бог, по чьему приказу мы движемся, — Пусть ищет он другой берег и освобождает нас!
6	133	2	11501	content	1.0	636580,636581	āhutāsy abhihuta ṛṣīṇām asy āyudham / pūrvā vratasya prāśnatī vīraghnī bhava mekhale	Ты пожертвован, принят как жертва. Ты — оружие риши. Первым приобщаясь к обету, Будь убийцей героев, о пояс!
6	133	3	11501	content	1.0	636582,636583	mṛtyor ahaṃ brahmacārī yad asmi niryācan bhūtāt puruṣaṃ yamāya / tam ahaṃ brahmaṇā tapasā śrameṇānayainaṃ mekhalayā sināmi	Раз я ученик Смерти, Добивающийся от бытия человека для Ямы, Этим поясом я его обвязываю С заклинанием, пылом, (жертвенным) усилием.
6	133	4	11501	content	1.0	636584,636585	śraddhāyā duhitā tapaso 'dhi jātā svasa ṛṣīṇāṃ bhūtakṛtāṃ babhūva / sā no mekhale matim ā dhehi medhām atho no dhehi tapa indriyaṃ ca	Ты был сыном веры, рожденным от пыла, Братом риши, создателей существования. О пояс, вложи в нас мысль, мудрость! Дай также нам пыл и силу Индры!
6	133	5	11501	content	1.0	636586,636587	yāṃ tvā pūrve bhūtakṛta ṛṣayaḥ paribedhire / sā tvaṃ pari ṣvajasva māṃ dīrghāyutvāya mekhale	О ты, кого древние создатели существования — Риши повязывали вокруг, Обними ты меня На долголетие, о пояс!
6	134	1	11503	content	1.0	636588,636589	ayaṃ vajras tarpayatām ṛtasyāvāsya rāṣṭram apa hantu jīvitam / śṛṇātu grīvāḥ pra śṛṇātūṣṇihā vṛtrasyeva śacīpatiḥ	Пусть потешится по праву эта дубина грома, Разобьет его царство, вы(бьет) жизнь! Пусть сломит шею, проломит затылок, Как Шачипати у Вритры!
6	134	2	11503	content	1.0	636590,636591	adharo'dhara uttarebhyo gūḍhaḥ pṛthivyā mot sṛpat / vajreṇāvahataḥ śayām	Вниз, вниз тех, кто сверху! Скрытый пусть не выползет из земли! Пусть поляжет он, разбитый дубиной грома!
6	134	3	11503	content	0.812	636592,636593	yo jināti tam anviccha yo jināti tam ij jahi / jinato vajra tvaṃ sīmantam anvañcam anupātaya	Кто угнетает — ищи его! Кто угнетает — убей его! Ты, о дубина грома, заставь слететь Обращенное (к тебе) темя угнетателя!
6	135	1	11504	content	1.0	636594,636595	yad aśnāmi balaṃ kurva itthaṃ vajram ā dade / skandhān amuṣya śātayan vṛtrasyeva śacīpatiḥ	Когда я ем, я набираюсь силы. Так я берусь за ваджру, Разбивая на куски у того плечи, Как Шачипати у Вритры!
6	135	2	11504	content	1.0	636596,636597	yat pibāmi saṃ pibāmi samudra iva saṃpibaḥ / prāṇān amuṣya sampāya saṃ pibāmo amuṃ vayam	Когда я пью, я пью до дна, Пьющий до дна, как океан. Выпив до дна у того дыхание, Мы пьем того (человека) до дна.
6	135	3	11504	content	1.0	636598,636599	yad girāmi saṃ girāmi samudra iva saṃgiraḥ / prāṇān amuṣya saṃgīrya saṃ girāmo amum vayam	Когда я глотаю, я проглатываю, Проглатывающий, как океан. Проглотив у того дыхание, Мы проглатываем того (человека).
6	136	1	11505	content	0.846	636600_1,636601_1	devī devyām adhi jātā pṛthivyām asi oṣadhe / tām tvā nitatni keśebhyaḥ dṛṃhaṇāya khanāmasi	Ты родилась божественной На божественной земле, о трава. Тебя такую, нитатни, мы откапываем Для укрепления волос.
6	136	2	11505	content	0.714	636602_1,636602_3	dṛṃha pratnān / jātān u varṣīyasaḥ kṛdhi	Укрепи старые, заставь родиться неродившиеся, А родившиеся сделай длиннее!
6	136	3	11505	content	0.538	636604_1	yaḥ te keśaḥ avapadyate sa mūlaḥ yaḥ ca vṛścate idam tam viśva bheṣajyā abhi siñcāmi vīrudhā	Какой волос у тебя выпадает И какой вырывается с корнем, Его сейчас поливаю я Всеисцеляющим растением.
6	137	1	11507	content	1.0	636605,636606	yāṃ jamadagnir akhanad duhitre keśavardhanīm / tāṃ vītahavya ābharad asitasya gṛhebhyaḥ	(Трава), которую Джамадагни откопал Для дочери как укрепляющую волосы, Ее принес Витахавья Из дома Аситы.
6	137	2	11507	content	0.583	636607_1,636608_1	abhīśunā meyāḥ āsan vyāmena anumeyāḥ / keśāḥ naḍāḥ iva vardhantām śīrṣṇaḥ te asitāḥ pari	Их надо было мерить уздой, Потом мерить саженью. Пусть черные волосы растут Из твоей головы как тростники!
6	137	3	11507	content	0.933	636609,636610	dṛṃha mūlam āgraṃ yaccha vi madhyaṃ yāmayauṣadhe / keśā naḍā iva vardhantām śīrṣṇas te asitāḥ pari	Укрепи корень, протяни конец, Вытяни середину, о трава! Пусть черные волосы растут Из твоей головы как тростники!
6	138	1	11508	content	1.0	636611,636612	tvaṃ vīrudhāṃ śreṣṭhatamābhiśrutāsy oṣadhe / imaṃ me adya puruṣaṃ klībam opaśinaṃ kṛdhi	О трава, ты прослыла Лучшей из растений. Сделай мне сегодня этого Мужчину скопцом, носящим головное украшение!
6	138	2	11508	content	1.0	636613,636614	klībaṃ kṛdhy opaśinam atho kurīriṇaṃ kṛdhi / athāsyendro grāvabhyām ubhe bhinattv āṇḍyau	Скопцом сделай, носящим головное украшение! А также сделай носящим ленту для волос! Затем Индра двумя давильными камнями Пусть раздавит оба его яичка!
6	138	3	11508	content	1.0	636615,636616	klība klībaṃ tvākaraṃ vadhre vadhriṃ tvākaram arasārasaṃ tvākaram / kurīram asya śīrṣaṇi kumbaṃ cādhinidadhmasi	О скопец, скопцом я сделал тебя! О евнух, евнухом я сделал тебя! О лишенный сока, лишенным сока я сделал тебя! Ленту для волос и украшение Мы надеваем ему на голову.
6	138	4	11508	content	1.0	636617,636618	ye te nāḍyau devakṛte yayos tiṣṭhati vṛṣṇyam / te te bhinadmi śamyayāmuṣyā adhi muṣkayoḥ	Те твои две трубки, созданные богом, В которых находится мужская сила, — Их я разбиваю тебе клином На срамном месте той (женщины)!
6	138	5	11508	content	1.0	636619,636620	yathā naḍam kaśipune striyo bhindanty aśmanā / evā bhinadmi te śepo 'muṣyā adhi muṣkayoḥ	Как тростник для подушки Женщины разбивают камнем, Так я разбиваю твой уд На срамном месте той (женщины)!
6	139	1	11509	content	1.0	636621,636622,636623	nyastikā rurohitha subhagaṃkaraṇī mama / śataṃ tava pratānās trayastriṃśan nitānāḥ / tayā sahasraparṇyā hṛdayaṃ śoṣayāmi te	Ты выросло, растянувшись, (о растение), Создателем счастья моего. Сотня у тебя побегов, Тридцать три отростка вниз. Этим тысячелистым Я присушиваю сердце твое.
6	139	2	11509	content	1.0	636624,636625	śuṣyatu mayi te hṛdayam atho śuṣyatv āsyam / atho ni śuṣya māṃ kāmenātho śuṣkāsyā cara	Пусть присохнет ко мне сердце твое, И пусть рот пересохнет! И засохни ты от любви ко мне, И броди с пересохшим ртом!
6	139	3	11509	content	0.933	636626,636627	saṃvananī samuṣyalā babhru kalyāṇi saṃ nuda / amūṃ ca māṃ ca saṃ nuda samānaṃ hṛdayaṃ kṛdhi	Примиряющее, вызывающее любовь, Бурое, прекрасное... Столкни вместе нас! Ту и меня столкни вместе! Сделай сердце общим!
6	139	4	11509	content	1.0	636628,636629	yathodakam apapuṣo 'paśuṣyaty āsyam / evā ni śuṣya māṃ kāmenātho śuṣkāsyā cara	Как пересыхает рот У того, кто не напился воды, Так засохни ты от любви ко мне И броди с пересохшим ртом!
6	139	5	11509	content	0.833	636630,636631	yathā nakulo vicchidya saṃdadhāty ahiṃ punaḥ / evā kāmasya vicchinnaṃ saṃ dhehi vīryāvati	Как мангуста, разорвав змею, (Ее) снова вместе складывает, Так сложи вместе, о могучее, То, что у любви разорвано!
6	140	1	11510	content	0.786	636632,636633	yau vyāghrāv avarūḍhau jighatsataḥ pitaraṃ mātaraṃ ca / tau dantau brahmaṇaspate śivau kṛṇu jātavedaḥ	Те два тигра, выросшие вниз, Что хотят сожрать отца и мать, — Сделай эти два зуба, о Брахманаспати, Милостивыми, о Джатаведас!
6	140	2	11510	content	1.0	636634,636635	vrīhim attaṃ yavam attam atho māṣam atho tilam / eṣa vāṃ bhāgo nihito ratnadheyāya dantau mā hiṃsiṣṭaṃ pitaram mātaraṃ ca	Ешьте рис, (о два зуба), ешьте ячмень, А потом бобы, а потом сезам! Эта доля вам положена Для хранения сокровищ, о два зуба! Не повредите отца и мать!
6	140	3	11510	content	1.0	636636,636637	upahūtau sayujau syonau dantau sumaṅgalau / anyatra vāṃ ghoraṃ tanvaḥ paraitu dantau mā hiṃsiṣṭaṃ pitaraṃ mātaraṃ ca	Вас призвали, о два соединенных Милых зуба, очень благоприятных. Что ужасного в вас самих, о два зуба, пусть уйдет из вас куда-нибудь прочь! Не повредите отца и мать!
6	141	1	11511	content	1.0	636638,636639	vāyur enāḥ samākarat tvaṣṭā poṣāya dhriyatām / indra ābhyo adhi bravad rudro bhūmne cikitsatu	Пусть Ваю соберет их! Пусть Тваштар стоит твердо за (их) процветание! Пусть Индра вступится за них! Пусть Рудра позаботится, чтоб их было много!
6	141	2	11511	content	1.0	636640,636641	lohitena svadhitinā mithunaṃ karṇayoḥ kṛdhi / akartām aśvinā lakṣma tad astu prajayā bahu	Красным ножом Сделай пару на ушах! Ашвины сделали клеймо. Пусть умножится оно через потомство!
6	141	3	11511	content	1.0	636642,636643	yathā cakrur devāsurā yathā manuṣyā uta / evā sahasrapoṣāya kṛṇutaṃ lakṣmāśvinā	Как сделали боги и асуры И как — люди, Так для тысячного процветания Сделайте, Ашвины, клеймо!
